Date,Water Level,Another
14.06.2023 0:00,46,1.6
13.06.2023 22:00,46,1.1
13.06.2023 20:00,46,1
13.06.2023 18:00,46,1
13.06.2023 16:00,46,0.6
13.06.2023 14:00,46,0.4
13.06.2023 12:00,47,0
13.06.2023 10:00,47,0
13.06.2023 8:00,47,0
13.06.2023 6:00,47,0
13.06.2023 4:00,48,0
13.06.2023 2:00,48,0
13.06.2023 0:00,49,0
12.06.2023 22:00,49,0
12.06.2023 20:00,50,0
12.06.2023 18:00,50,0
12.06.2023 16:00,51,0
12.06.2023 14:00,52,0
18.06.2023 10:00,68,0
18.06.2023 8:00,68,13.9
18.06.2023 6:00,68,13.9
18.06.2023 4:00,67,13.8
18.06.2023 2:00,67,13.6
18.06.2023 0:00,64,13.5
17.06.2023 22:00,63,13.2
17.06.2023 20:00,61,12.7
17.06.2023 18:00,59,12.6
17.06.2023 16:00,57,11.1
17.06.2023 14:00,55,8.2
17.06.2023 12:00,54,6.8
17.06.2023 10:00,53,2.3
17.06.2023 8:00,51,8.6
17.06.2023 6:00,48,8
17.06.2023 4:00,46,8
17.06.2023 2:00,45,7.8
17.06.2023 0:00,44,7.8
16.06.2023 22:00,43,7.7
16.06.2023 20:00,43,6.8
16.06.2023 18:00,42,3.5
16.06.2023 16:00,42,3.3
16.06.2023 14:00,42,3
16.06.2023 12:00,42,2.8
16.06.2023 10:00,42,0.2
16.06.2023 8:00,42,0.7
16.06.2023 6:00,42,0.2
16.06.2023 4:00,43,0
16.06.2023 2:00,43,0
16.06.2023 0:00,43,0
15.06.2023 22:00,44,0
15.06.2023 20:00,44,0
15.06.2023 18:00,44,0
15.06.2023 16:00,45,0
15.06.2023 14:00,45,0
21.06.2023 14:00,51,0
21.06.2023 12:00,51,0
21.06.2023 10:00,52,0
21.06.2023 8:00,52,0
21.06.2023 6:00,53,0
21.06.2023 4:00,54,0
21.06.2023 2:00,55,0
21.06.2023 0:00,56,0
20.06.2023 22:00,56,0
20.06.2023 20:00,57,0
20.06.2023 18:00,58,0
20.06.2023 16:00,59,0
20.06.2023 14:00,60,0
20.06.2023 12:00,60,0
20.06.2023 10:00,61,0
20.06.2023 8:00,62,0
20.06.2023 6:00,62,0
20.06.2023 4:00,63,0
20.06.2023 2:00,64,0
20.06.2023 0:00,65,0
19.06.2023 22:00,67,0
19.06.2023 20:00,68,0
19.06.2023 18:00,70,0
19.06.2023 16:00,71,0
19.06.2023 14:00,73,0
19.06.2023 12:00,75,0
19.06.2023 10:00,76,0
19.06.2023 8:00,78,7.7
19.06.2023 6:00,77,7.7
19.06.2023 4:00,78,7.6
19.06.2023 2:00,79,7.6
19.06.2023 0:00,68,7.6
18.06.2023 22:00,68,7.6
18.06.2023 20:00,68,7.6
18.06.2023 18:00,67,1.2
18.06.2023 16:00,67,0
26.06.2023 16:00,45,0
26.06.2023 14:00,45,0
26.06.2023 12:00,46,0
26.06.2023 10:00,46,0
26.06.2023 8:00,47,0
26.06.2023 6:00,47,0
26.06.2023 4:00,48,0
26.06.2023 2:00,49,0
26.06.2023 0:00,49,0
25.06.2023 22:00,50,0
25.06.2023 20:00,50,0
25.06.2023 18:00,50,0
25.06.2023 16:00,50,0
25.06.2023 14:00,51,0
25.06.2023 12:00,51,0
25.06.2023 10:00,51,0
25.06.2023 8:00,52,0.4
25.06.2023 6:00,52,0.3
25.06.2023 4:00,53,0.2
25.06.2023 2:00,54,0
25.06.2023 0:00,55,0
24.06.2023 22:00,56,0
24.06.2023 20:00,58,0
24.06.2023 18:00,59,0
24.06.2023 16:00,60,0
24.06.2023 14:00,61,0
24.06.2023 12:00,60,0
24.06.2023 10:00,58,0
24.06.2023 8:00,57,6.9
24.06.2023 6:00,54,6.8
24.06.2023 4:00,49,6.5
24.06.2023 2:00,47,4.1
24.06.2023 0:00,47,3.9
23.06.2023 22:00,47,3
23.06.2023 20:00,47,0.2
23.06.2023 18:00,47,0
27.06.2023 10:00,42,0
27.06.2023 8:00,42,0
27.06.2023 6:00,43,0
27.06.2023 4:00,43,0
27.06.2023 2:00,43,0
26.06.2023 22:00,44,0
26.06.2023 20:00,45,0
26.06.2023 18:00,45,0
